src_id,src_lang,tgt_lang
609,"写 给 自己 的 第 609 封 信 身外再精彩, 他人再美好, 都與你無其關係, 你就是你, 只需梳理自 已的羽毛, 到你想去的地方;) 世界再冷漠, 別人再虛仿, 這些也與你元 其關係, 你還是你, 若把生活看成一種刁難, 你終會輸, 若把生活當作一 种对刻，你总能赢。","Bức thư viết cho chính mình số 609 Bên ngoài đặc sắc thế nào hay người khác có tốt thế nào cũng không liên quan đến bạn. Bạn chính là bạn, chỉ cần chải chuốt bộ lông của mình và bay đến nơi mình muốn đến. Thế giới có lạnh nhạt thế nào, người khác có giả tạo đến đâu cũng không liên quan đến bạn. Bạn chính là bạn và nếu bạn coi cuộc sống là một chuỗi khó khăn thì bạn đã thua. Còn nếu coi cuộc sống như bộ môn nghệ thuật điêu khắc thì bạn đã coi như giành phần chiến thắng."
610,"写 给 自己 的 第 610 封 信 很多的烦恼源于不够狠心。做什么都要顾及别人的感受，体总顾及别 人, 那誰來顧及你?","Bức thư viết cho chính mình số 610 Rất nhiều phiền não bắt nguồn từ việc không nhẫn tâm. Họ làm việc gì cũng nghĩ đến câm nhận của người khác. Bạn luôn nghĩ cho người khác, vậy ai nghĩ cho bạn đây?"
611,"写 给 自己 的 第 611 封 信 沒什麼好抱怨的, 今天的每一步, 都是在為之前的每一次選擇買單。",Bức thư viết cho chính mình số 611 Không có gì phải oán trách cả: Mỗi bước của ngày hôm nay đều là vì mỗi sự lựa chọn mua hàng trước đây.
612,"写 给 自己 的 第 612 封 信 就算不快樂也不要敏眉, 因為你永遠不知道誰會愛上你的笑容。",Bức thư viết cho chính mình số 612 Cho dù không vưi cũng đừng nhăn mày bởi bạn mãi mãi không biết ai sẽ yêu nụ cười thánh thiện của bạn.
613,写 给 自己 的 第 613 封 信 睡党是一种解脱，睡着了就会不悲不气，不烦恼，不孤单，是上帝赐 予你短辑失忆的时间，愿美梦治愈你的难过。,"Bức thư viết cho chính mình số 613 Ngủ là một sự giải thoát. Ngủ say rồi sẽ không buồn, không tức, không phiền não và không cô đơn. Ngủ chính là thời gian tạm mất trí nhớ mà thượng đế ban cho bạn. Hi vọng giấc mộng đẹp sẽ chữa lành moi nỗi đau của bạn."
614,"写 给 自己 的 第 614 封 信 体做得对，有人妨妨你。你做得错，有人嘲笑你。你做得少，有人部 视你。休做得多，有人责难你。你高高在上，有人说不接地气。你和功可 亲，有人说智商不够。你活着，他们说赶紧死。你死了，他们还要在墓碑 己的路, 讓別人說去!","Bức thư viết cho chính mình số 614 Bạn làm được thì có người gheri tị, bạn làm sai thì có người chê cười, bạn làm ít thì có kế khinh, bạn làm nhiều thì có thể gây khó dễ và bạn lạnh lùng thì người ta . nói kiêu ngạo chân không chạm đất. Bạn thân thiện hòa đồng cững có người kêu rằng bạn không thông minh. Bạn sống thì họ rủa bạn mau chết. Thậm chí họ còn muốn đá một phát vào bia mộ bạn. Những loại thừa hơi đó ở đầu cũng có, cách tốt nhất để đối phó với bọn chúng là hãy đi con đường của mình và người khác nói gì thì cũng đừng để ý."
615,写 给 自己 的 第 615 封 信 做一个坚强的人，坦然面对，勇敢体会酸甜苦辣各种游味，忘记消道 往，不如沐浴晴明，扔看悲伤和孤寂，摆脱无助和漠然，不再害怕未知，,"Bức thư viết cho chính mình số 615 Là một người mạnh mẽ thì phải thản nhiên đối mặt khó khăn, đũng cảm trải nghiệm những thú vị, ngọt bùi đắng cay của cuộc đời, quên đi những việc và những người đã biến mất. Những thứ không thể có được thì nên biết cách từ bỏ, những thứ không thể động vào thì nên để cho nó đông lạnh. Thay bằng việc chìm đắm trong quá khứ thì bạn dứt bỏ hết nỗi buồn và cô đơn, sự bất lực và lãnh cảm, không còn đột nhiên sợ hãi và cũng không cần lạc lối vô vọng."
616,"写 给 自己 的 第 616 封 信 與人說話的時候, 要學會心平氣和。 即使有再大的超氮, 也不要大喊 大叫，因为你的大声，除了扰乱自己的心神，并不能让事情变得更好。歌 斯底里的吼叫征服不了別人, 緝只會讓你在瘋狂中失去理","Bức thư viết cho chính mình số 616 Khi nói chuyện với người khác phải giữ tâm trạng bình tĩnh, cho dù có tức đến thế nào cũng không được gào thét bởi vì tiếng gào thét của bạn ngoài việc làm loạn tâm trí của chính mình ra không thể khiến mọi chuyện tốt lên được. Tiếng gào thét từ tận đáy lòng không thể khiến người khác khuất phục mà nó chỉ khiến bạn mất đi Hí trí rong lúc điên khùng mà thôi,"
618,"写 给 自己 的 第 618 封 信 心小了, 所有的小事就大了; 心大了，所有的大事都小了。看淡世事","Bức thư viết cho chính mình số 618 Tấm lòng nhỏ mọn thì chuyện nhỏ cũng thành chuyện lớn, tấm lòng rộng lớn chuyện to đến mấy cũng thành chuyện nhỏ. Xem thường những biến động của cuộc đời thì nội tâm mới bình yên được."
620,"写 给 自己 的 第 620 封 信 不要过分在总一些人，过分在乎一些事，顺其自然，以最佳的心态 面灶。 每個人的性格中, 都有某些無法讓人接受的部分, 再美好的人也一 樣。 所以不要苛求別人, 不要埋怨自己。","Bức thư viết cho chính mình số 620 Đừng quá để ý tới ai đó hay chuyện gì. Mọi thứ cứ thuận theo tự nhiên và dùng tâm trạng tốt nhất để đối mặt với mọi chuyện. Trong tính cách của mỗi người đều có một phần không thể cho người khác tiếp cận được và kể cả người hoàn hảo nhất cũng thế mà thôi. Vì vậy đừng yêu cầu khắt khe với người khác và cũng đừng oán trách bản thân,"
621,"写 给 自己 的 第 621 封 信 人越是怕丢人，就越是在乎别人的看法。趣是在乎别人的看法，就越 是會忽略自己的感受。越是忽略自己的感受, 就越是像木偶一樣拼命活給 別人看。 最後, 一步一步將真實的自我囚禁在了深深的黑暗里。","Bức thư viết cho chính mình số 621 Đừng quá để ý tới ai đó hay chuyện gì. Mọi thứ cứ thuận theo tự nhiên và dùng tâm trạng tốt nhất để đối mặt với mọi chuyện. Trong tính cách của mỗi người đều có một phần không thể cho người khác tiếp cận được kể cả người hoàn hảo nhất cũng thế. Vì vậy đừng yêu cầu khắt khe với người khác, cũng đừng oán trách bản thân."
622,"写 给 自己 的 第 622 封 信 別人恭維你時, 偷偷高興一下就可以了, 但不可當真, 因為那十有八 九是哄你的; 別人批評你時, 稍稍不開心一下就可以了, 但不可生氣, 因 為那十有八九是真的。","Bức thư viết cho chính mình số 622 Khi người khác khen ngợi thì bạn chỉ cần vui một chút là được thôi, nhưng đừng coi đó là thật bởi tám, chín phần những câu nói đó là đế nịnh bạn. Khi người khác phê bình bạn chỉ nên buồn một chút thôi và cũng đừng tức giận vì tám, chín phần những câu nói đó là thật."
623,"写 给 自己 的 第 623 封 信 最先道歉的人最勇敢, 最先原諒的人最堅強, 最先釋懷的人最幸福。",Bức thư viết cho chính mình số 623 Người xin lỗi đầu tiên là người đũng cảm nhất. Người tha thứ đầu tiên là người kiên cường nhất. Người từ bỏ đầu tiên là người hạnh phúc nhất.
624,写 给 自己 的 第 624 封 信 不要期待，不要假想，不要强求，顺其自然，如果注定，便一定会发 生。心安，便是活着的最美好状态。,"Bức thư viết cho chính mình số 624 Đừng chờ đợi, đừng ảo tưởng, đừng cưỡng cầu, hãy để mọi thứ thuận theo tự nhiên. Nếu như mọi chuyện đã được trời định thì nhất định nó sẽ xảy ra, trong lòng bình yen chính là trạng thái tốt nhất của cuộc sống."
625,"写 给 自己 的 第 625 封 信 拥有好心情，才有更好的状态; 控制好自己的心情，生活才会祥和。 心情, 晶不是人生的全部, 部能左右生活的全部。丸心情, 貶低了自己的 形象，降低了自己的能力，搅乱了自己的思维，影响了自己的信心，心情 好, 一切都好; 心情差, 一切都亂套。 有時輸了, 不是輸給他人, 而是輸 给了自己的心情。","Bức thư viết cho chính mình số 625 Có được tâm trạng tốt mới có được tầm thái tốt, khống chế được cảm xúc của bản thân thì cuộc sống mới tốt đẹp. Tâm trạng không phải là tất cả của cuộc đời nhưng nó lại có thể ảnh hướng đến toàn bộ đời sống của chúng ta. Tâm trạng không tốt sẽ hạ thấp hình tượng năng lực của bản thân, làm rối loạn suy nghĩ, ảnh hưởng đến sự tự tin của bản thân, tâm trạng tốt thì mọi thứ đều tốt, tâm trạng tồi thì mọi thứ rỗi tung cả lên. Nhiều lúc chúng ta thua không phải là thua người khác mà là thua cảm xúc của bản thân."
